pr;DB;Interpreter;Logging;Thread;Data Structure;DevOps;i18n;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;App;GIS;Util;NLP;APM;Network;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
4379;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;change latex command handling only for xml chars;refs #3838;;4108;change latex command handling only for xml chars;refs #3838 -----  change in changelogmd described-  -  manually tested changed features in running jabreftried to solve this issue in pr #4108this approach is now more dedicated to the xml docbook export and not applied to all fields as the first pr wasi am also not sure if this issue is related to #3781 #3644?;@bernhard-kleine: i exported your provided bib entry via docbooks exporter into xml please check the result and let us know if there is something missing[testbracesresultxmltxt]( will write tests based on your files if the export is now correct || thank you @johannes-manner this looks good to me for the testcase maybe we could skip those entries where there are no latex braces in the title || this is a separate item from the docbook5 export #4319 where i am waiting for feedback || added two test cases for (1) removed words based on an error during the latex command processing and for (2) unicode problems based on the same error || ping what is the status @johannes-manner? || oversee the comments and the ping sorry for that :) ||;docbook exporter;references #3838the problem are latex commands which are not resolved before executing special formatters for all fields therefore the presented solution is quite easy but i cannot assess if this solution has any side effects or if there are cases where the latex command should be also present after formatting -----  change in changelogmd described-  -  manually tested changed features in running jabref;since there are formatters that need the latex commands to be present (eg because the translate latex to unicode) this solution sadly does not work as this pr is stale for quite some time now ill close it now feel free to update the code and reopen the pr ||;1;0;update docbookexportertestjava;
4390;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;fix entrytype dialog not closed after generate button;when generating an entry from an doi or similar  the entry was inserted  but the dialog not closed.;;0;fix entrytype dialog not closed after generate button;when generating an entry from an doi or similar the entry was inserted but the dialog not closedfollowup from the conversion to javafx        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);our travis pipeline is not working at the moment so lets wait until the tests pass on travis before we merge ||;;;;1;1;fix checkstyle;
"4394;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0; convert exporter customization dialog to javafx;this is my work so far.  i am just beginning the dialog conversion and wanted to share my reasoning so far.  what i am doing is listed in the comments in class  exportcustomizationdialogviewmodel .;;0; convert exporter customization dialog to javafx;this is my work so far  i am just beginning the dialog conversion and wanted to share my reasoning so far  what i am doing is listed in the comments in class `exportcustomizationdialogviewmodel`        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);""at this point ive refactored most of the code from the dialogs  the reasoning is mostly implemented already or in the comments  take a look if you have time and let me know what you think!  otherwise i can keep going and let you know when im done || hi i am having trouble using easybind to bind a `listproperty` in the view model to a table view in the view  specifically i want to bind `viewmodelselectedexportersproperty` to the selected rows in `exportertable` within class `exportcustomizationdialogview`  i am using `keybindingsdialogview` as an example of how to use easybind  however `keybindingsdialogview` uses a `treetable` structure in lines 56-59 which is not what i want in my dialog  i have spent at least four hours today reading about javafx data binding properties observers and other things but i still cant figure it out  i have some ideas on the recent pull request but eclipse still throws compiler errors  any ideas on what i should do? || @norwaymaple  no need to complex binding  just use setitemsi created a simple patch fixing some of the issues you mentioned and generated some stubsremove the txt extensions and import it with `git am < filepatch`another thing i just noticed for the simplexyzproperty in javafx there exists always an interface eg xyz property always use that[0001-fix-some-binding-issuespatchtxt]( || thank you!  i took a brief look at it and it looks good  in the future how can i decide when to use easybind? || @norwaymaple  easybind is only needed in rare cases i would go with the rule of thumb if you cant achieve your goal with normal javafx bindings try easbindings  || i finished the view and am trying to load it from the jabref menu but afterburner throws an error:```14 21187 [javafx application thread] error orgjabreffallbackexceptionhandler - uncaught exception occurred in thread[javafx application thread5main] - javalangillegalstateexception: cannot load orgjabrefguiexporterexportcustomizationdialog	at comairhacksafterburnerviewsviewloaderload(viewloaderjava:174)```etci grepped `exportcustomizationdialog` and `exportcustomizationdialog` which is the old swing version in `src/` and all references to the old swing dialog are in the swing dialog itself  any ideas what is going on? || @norwaymaple  you need an import for buttontype in the fxml typical error once took me hours to realize it you can always test with open in scence builder if it works the fxml is okay if not there is an error in the fxml`<?import javafxscenecontrolbuttontype?>`another thing which i just remembered is that you can use also the following to bind the table to an items list:`        exportertableitemsproperty()bind(viewmodelexportersproperty())`if you want to add some graphics icon for a cell some tooltip or whaterver you can also use the handy valuetablecellfactory and the viewmodeltablerowfactory f for advanced operations like drag and drop or displaying a context menu || thanks for the help!  those corrections both make sense  i was not seeing that it was referring to the fxml  i made some corrections  however it still wont loadalso how do you pronounce jabref?  i tell my friends im working on it and sometimes i say """"jab-ref"""" and other times """"job-ref"""" || ive got it to load (although there is work to do)  ill let you know if i have more questions (besides the pronunciation)! || glad that it works! ðŸ˜ŽðŸ‘dont hesitate to ask here or in gitter we try to help then i pronounce it as jab ref we germans tend so speak as it is written actually the history of the name is quite unique jabref started in 2003 after the authors of bibkeeper (morton alver) and jbibtexmanager (nizar batada) merged their projectsand the name is j for java a for alver and b for batada and ref for referencea bit lesser known trivia  || interesting!  so """"a"""" is not like """"a"""" in """"guten tag""""? || @norwaymaple  depends on the word vocals can be either short or long  i think my pronunciation is more like dschapp-ref (literally) but in the end it doesnt matter pronounce it like you want as long as it works )  || i have two questions:1i read pull request #3092 and it seemed to say we are trying to move away from using `jabrefpreferences` and toward using separate preferences objects like `layoutpreferences` and `savepreferences` that can be passed into logic and model objects  should i be using different preferences objects as well rather than `jabrefpreferences`?2i am trying to move code out of `customexportlist` so that i can get rid of the class  as of now i have taken lines 91-102 in that class and largely put them (with modifications) into `jabrefpreferencesgetcustomexportformats` lines 2034-2046 and `createmodifyexporterdialogviewmodel` (my vm for the new subdialog for custom exporters) lines 80-91  i also need similar functionality in `exporterviewmodel` around line 17  to avoid the boilerplate processing of strings and filetypes in all three classes before instantiation of `templateexporter` which is in logic i was thinking of putting a new constructor into that class (which i started doing)  is this recommended?i can also spend more time reading methods that call `customexportlist` and methods in `templateexporter` tomorrow if youre not sure there is no general rule of thumb here i think if you have more than one preference for a dialog or whatever eg you have multiple preferences you acesss as with the timestamp prefs it is useful to have them grouped into one single preferences classps: you should merge master in and resolve the conflicts to stay up to date || @tobiasdiez @siedlerchr hi guysi just finished a minimal version of the dialog that works  it should be able to add modify remove and save custom exporters to preferences as well as load from preferencesthe major architectural change was that i removed `orgjabrefpreferencescustomexportlist` and put its functionality into `jabrefpreferences` and logic because i found the original class to be incompatible with mvvm architecture  the changes to logic were minimal and included changes to `templateexporter` and `standardfiletype` that allow more flexible inputs  through this i have simplified saving and loading from preferencestake a look and/or test it and let me know what you think  i can improve it by adding invalid input checks etc but as long as the user plays along it works so far  i also can make the list sorted alphabetically but i havenâ€™t yetyou may have to click the save button a few times for it to work - iâ€™m not sure why || as for those checks they were already implemented in that the dialog just returns an empty `optional` in those cases among others  the code is as follows:```        if (layoutfileget()isempty() || nameget()isempty() || extensionget()isempty()            || !layoutfileget()endswith(""""layout"""")) {            loggerinfo(""""one of the fields is empty or invalid!"""")            // return empty exporter to the main exporter customization dialog            return optionalempty()        }``` || sorry i closed the pr by mistake so i reopened it || @siedlerchr @tobiasdiez if it would be helpful i can go through the pr briefly on skype  that way i could go through the code with you step-by-step || @norwaymaple  sure you can add me in skype under siedlerkiller20 then we can make up a time for a call || pleas ressolve the l10n errors/conflicts || thank you both for your comments!  i will look into them soon  @siedlerchr would you still like to skype or do you think you have looked at the code enough?  i am glad to proceed either way || i think i am going to remove the `optional` as a parameter and make it nullable instead but its not a final decision anyway attached is the diagram as it the program stands _now_ (sorry its sideways - it was correctly oriented before i uploaded it)![ecd dialog flowchart]( || i made a number of the changes for some reason the cancel button is not showing up in the subdialog also i tried to use a try/catch block to catch an `indexoutofboundsexception` when `selectedexportersget(0)` is called on an empty list ie no exporters are selected however the exception doesnt get caught separately (but not pushed) i tried just doing a check for it `if (selectedexportersisempty()) {return}` but that led to the same uncaught exception || @siedlerchr @tobiasdiez i think i have finished the corrections you guys recommended do you think anything remains to be changed?thanksabe || i removed most of the comments - let me know if i need to remove the last few for the code formatter i ran it then `git reset --hard` and just removed some extra newlines (it wanted me to add indents that didnt make sense as well) thanks for your help! || "";;;;1;1;remove extra newlines;"
"4396;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;fixes for all mods exporter tests;  ;;4272;fixes for all mods exporter tests;        ( (      because github does not support autolinking there -->4272](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);github is a bit buggy atm so i dont know which one is the right pr || @siedlerchr this is the right pr this wasnt showing up previously so i created another pr but after githubs issue got  found that both prs were showing up so i closed the other one sorry for the confusion ||;fix exporter tests;as was recognized in #3959 some of the exporter tests are not working correctly;""msoffice is resolved modsexporter needs to be checked again || the tests are now  thanks to @nivedhasunderraj || @tobiasdiez  i have fixed only testexportasmodsandthenimportasmods i couldnt fix the other two tests :( || @nivedhasunderraj  which ones are still failing? || @tobiasdiez  testperformexport and testimportasmodsandexportasmods are still not fixed and they both have same issue i think || @nivedhasunderraj  could you investigate what exactly is failing? maybe the format of the xml files has changed? that was the case for the msoffice stuff || @tobiasdiez  sure ill look into it  @tobiasdiez looks like the temp file created has an attribute xsi:type""""mods:stringpluslanguageplussupplied""""  but this is not in the xml files and this caused the error do i add the attribute to xml file? or modify export ? || im not too familiar with the office export but this attribute does not seem to be utterly important and id hence say remove it from the reference files || @tobiasdiez the xml reference files dont have the attribute  it is being added when exporting it using modexport so should i add the attribute in the reference xml file?  || ah ok i misunderstood you there yes then please add it! || @tobiasdiez  sure  "";1;0;removed unused import and empty lines;"
4400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;fix violations of always use braces;since @tobiasdiez already proposed the always use braces rule in   i just went ahead and fixed the violations in the code.;;0;fix violations of always use braces;since @tobiasdiez already proposed the always use braces rule in  i just went ahead and  the violations in the code;;;;;1;1;undo some unwanted formatting;
"4404;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;fixed an issue where corresponding groups are sometimes not highlighted when clicking on entries;fixes 3312](3112);;0; an issue where corresponding groups are sometimes not highlighted when clicking on entries;""fixes 3312]( cause of this bug is that the local variable """"pseudoclassstate"""" is garbaged by java gc there is no reference to this variable except an weak one from """"bind"""" function![peek 2018-10-24 18-21]( groups that autonatically created wont highlight at all for example the _tag_ group in above gif  i think this shall be another issue"";thanks for your contribution! ||;;;;1;1;update bindingshelperjava;"
"4405;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;show dialog before creating entry;#4360;;4360;show dialog before creating entry;#4360 now when you click new entry in a right toolbar it open an extra dialog where user can select a entry type;change tooltip to new article ||;""5-dev gui: transposed """"new entry"""" and """"new article"""""";""this is about the latest dev-version (from 25th sept 2018) on win x64in the right toolbar the first button/symbol is explained (by tooltip) as """"new entry""""when clicking on it a new **article** is created and the field editor of it openswhat i would expect is the real """"new entry"""" behaviour when using the menu """"library -> new entry""""this opens an extra dialog where i can select a entry type or add an entry by the doiimo in the current state the """"new entry"""" toolbar-button use the same click-handler as the menu """"library -> new article"""""";""now the correct tooltip """"new article"""" is shown on hover || "";1;0;change new entry to a new article;"
"4408;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;add a preference to add files in entry editor;this pr for #4356 mainly involves;;4356;add a preference to add files in entry editor;this pr for #4356 mainly involves4356- allowing users to choose how they want to link/copy/rename/move files in entry editor through preferences- apply same behavior of drag and drop for the whole entry editor instead of a different behavior in file view of the entry editor-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg]( will log an issue to helpjabreforg if these changes are approved please feel free to suggest any changes thank you!(https://user-imagesentcom/7998085/47543328-4004e200-d8a7-11e8-9a5d-fb89a600079apng);""codacy seems to have stuck in pending/analyzing state is there something that i need to do from my side so that its analysis is completed? || hit it was probably stuck because you had a merge conflict in the changelogmd file i resolved this ps: for future contributions create a new branch and do not work on master (reduces potential conflicts) ||  @tobiasdiez thanks for reviewing for:> the preference value should only be treated as the default action (when no modifier is pressed)i dont think there is a straightforward solution using the [dragevent]( used in the code this is because i wont be able to detect the modifiers pressed or confirm whether no modifier is pressed i will keep looking into this let me know if you have any guidance to resolve it || the code you edited had this functionality before you can get the modifier using `eventgettransfermode()` (see also the code comments) || what will happen in a case where the transfermode is `move` and would have no `shift` key pressed at that time? the comment states - shift on win or no modifier how would i differentiate between transfermodemove (without shift key pressed) and dragdropped behavior from preference option (as we want this to be read only when there no modifiers)?for the other two modes (link and copy) i was thinking to do an `or` with preference option but that would not be applicable for transfermodemove  || its probably not possible to differentiate between move  no modifier and move  shift thus i would suggest the following behavior:move -> do what is configured in preferences (default: move rename and link file)link -> link file except if preferences  link in this case move rename and linkcopy -> do what is configured in preferences (default: move rename and link file)in this way the user can configure the default action on windows and linux but is also possible to only link the file if he wants to || just need some clarification on the behavior for link i got that if the transfer mode is link then we should allow the user to link file but if the preference is set to link with link as the transfer mode then why should we move rename and link file? shouldnt we follow move rename and link when preference is set to move rename and link and not when it is set link? || i wasnt sure about this either my rationale was to allow for the following behavior:1 users selects """"move & rename"""" as default action:  - no modifier -> move & rename  - ctrl ( transfermodelink) -> link2 users selects """"link"""" as default action:  - no modifier -> link  - ctrl ( transfermodelink) -> move & renamebecause otherwise the users has no option to perform """"move & rename"""" if he selected """"link"""" as the default action but im very open for suggestions if this behavior is counter intuitive || i think your option is good but i just feel that it should be documented that what keys would be used for each option in preferences tab in brackets one more suggestion that we can consider is as follows:- pref  move        : shift or no modifier > move	: ctrl > copy 	: alt > link- pref  copy	: shift or no modifier > copy	: alt > link (alt is the """"default"""" key for linking so user has one less thing to remember)	: ctrl > move - pref  link	: shift or no modifier > link	: alt > move	: ctrl > copy (ctrl is the """"default"""" key for copying so user has one less thing to remember)let me know your thoughts on this || @shahamish150294  please be aware that the keys differ on other operating systems eg linux or mac and not all operating systems differ between all modifiers  see my code comment regarding ubuntu somewhere  || your suggestion looks good to mewhatever behavior we choose in the end it should be documented in the help and even better directly during the drag & drop action eg something like the following and replacing """"sposta"""" with the real action to be performed (but this is something for a new pr)( || i have added the logic we discussed above and  the linkedfileseditor to allow moving of the files within the file editor i also updated the issue on helpjabref to follow the behavior as we have discussed here for documentation || if @tobiasdiez  gives his okay we can merge this! || "";adding file to file field - automatically asking what to do?;i believe in some more or less distance past it was possible to drag and drop a file onto the entry editors file field and then jabref automatically asked what to do with the file eg automatically rename and store the file in the preferred folder (#4166)would be amazing if this too worked again );""we reworked drag and drop completely if you drop directly on the file field the file will be just linkedif you drop it elsewhere on the entry editor or preview panel it will be renamed and moved to the file directory if you drop on maintable jabref tries to create an entry and asks what to do || its somewhat strange that drop on file field is different from a drop on the rest of the entry editor i think this should be aligned (ie always rename + move + link) || i agree with the alignment but not that it must always rename+move+link i for one prefer to keep my files the way i have already named them and in the subfolders they are already in it could be a preference choice:""""when dropping a file on the entry editor do you wish to  a) only link (ie keep the file where it is and with its original name)b) rename and keep in locationc) rename+move+link""""something along those lines || so in fact we restore the dialog asking what to do || not necessarily if it is in options -> preferences then one chooses once and thats it || okay will think about t his:in the meantime we have the following options also avaiable:holding shift  and dragging or directly dropping without key on windows ->  move + rename + linkholding alt key on windows -> link file to entry keep in locationholding ctrl on windows -> copy files to file dir + link to entrythe modifiers are the system ones for move link and copy they are system dependent: || a preference option for the default action is a good idea in my opinion thanks @tb77phd for the suggestion || if anybody is not looking into this can i take this issue? || @shahamish150294  sure go ahead as starting point you can look at the entryeditor and in the linkedfileseditor the methods which handle draganddrop are all similiar:` thissetondragdropped(event -> {   }` || as part of this task i am also removing the three methods related to drag and drop in  now the drag and drop will be a part of the entryeditor and hence imo this is not needed please let me know if i am correct @siedlerchr  is this issue still available to work on? id like to contribute for a school project || @shahamish150294  yeah i think we dont need there any special handling please test if its really sufficient to have them in the entry editor @morganlovato  seems like @shahamish150294  is already working on this but you can look through the other issues and take one || thanks to @shahamish150294 this is now implemented in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || the latest build seems to reflect the changes thank you @tobiasdiez and @siedlerchr  for your help! || jabref 50-dev--snapshot--2018-11-02--master--611e35a6blinux 41816-200fc28x86_64 amd64 java 180_172sorry but in my version drag/drop of a pdf onto an existing entry (both in table and in fiel field of editor) does not result in any effect: no file linkedonly if i use the + button next to the file field in the entry editor then i can add a single entry here at least i would also like to be able to add several files (eg chapters of a book that are from the same author) || @ilippert  have you checked the preferences? || i guess i checjked preference  entry editor  default drag & drop: copy rename and link filethe problem is is difficult to reproduce: two times i managed by now to drag a file from external file browser onto the file field and then a link became visible (as expected) but i cannot reliably reproduce this linking i did not yet manage at all to drag & drop the file onto the specific entry table entry and then get a link || it should not only work in the file field it should work on the whole entry editor || just tried again interestingly when i drag & drop a file on the entry editor after phase of non-use the link is produced i then remove the link to test again now a second later i cannot re-perform this effect: no link is produced || "";1;0;remove unused imports;"
"4413;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;fix group hit counter when adding entries;3537 by replacing the eventbus subscription by a javafx listener.;;3537;fix group hit counter when adding entries;3537 by replacing the eventbus subscription by a javafx listener;lgtm  ||;paste entries into group bug;""-  i have tested the latest master version from  and the problem persistsjabref version 40 on windows 81steps to reproduce:1 open jabref (error on console see details)2 open the groups view3 create a new document4 click """"all entries""""5 paste some bibtex6 entry does not appear entry counter is """"0"""" (expected: entry does appear counter increases)7 save the file8 file contains the entry (as expected)9 create a new group and click on them10 click on """"all entries""""11 the entry now appears (as expected) counter is still """"0"""" (not expected)12 create a second new document13 switch back to the first document14 counter is """"1"""" (as expected)<details>  <summary>log file</summary>    ```  ai: info 15-12-2017 16:13 22: configuration file has been successfully found as resource16 18717 [javafx application thread] error orgjabreffallbackexceptionhandler - uncaught exception occurred in thread[javafx application thread5main]javalangnullpointerexception: null        at orgjabrefguisearchglobalsearchbarlambda$new$5(globalsearchbarjava:196) ~[jabref--master--latestjar:?]        at comsunjavafxapplicationplatformimpllambda$null$172(platformimpljava:295) ~[jfxrtjar:?]        at javasecurityaccesscontrollerdoprivileged(native method) ~[?:180_151]        at comsunjavafxapplicationplatformimpllambda$runlater$173(platformimpljava:294) ~[jfxrtjar:?]        at comsunglassuiinvokelaterdispatcher$futurerun(invokelaterdispatcherjava:95) ~[jfxrtjar:?]        at comsunglassuiwinwinapplication_runloop(native method) ~[jfxrtjar:?]        at comsunglassuiwinwinapplicationlambda$null$147(winapplicationjava:177) ~[jfxrtjar:?]        at javalangthreadrun(threadjava:748) [?:180_151]file: grouptreefxml not found attempting with camel casefile: grouptreecss not found attempting with camel case  ```</details>"";""the exception looks similar to #3525 should be  but unfortunately as we currently have issues with our certificate the master binary does not get updated either you wait or you run jabref from source with gradlew run  || yes the npe error should be fixed but not the update problem ill try to have a look at it in the next days || thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version || hi i tested the old steps to reproduce with jabref-50-dev--snapshot--2018-11-06--master--5548f8f04jar i see some improvements (new entry now appears immediately) but there are still some problems the problem is also not limited to pasting entries but also affects creating new entriesnew steps to reproduce:1 open jabref2 open the groups view3 create a new document4 click """"all entries""""5 paste some bibtex / create a new entry    * entry appears (as expected)    * **entry counter of  """"all entries"""" is """"0"""" (not expected)**7 save the file8 file contains the entry (as expected)9 create a new group   * entry counter of  """"all entries"""" is now """"1"""" (as expected) || @jmkeil  thanks for your report the entry number bug is known if you switch to another db and then back it should be correct again see issue #4441 || yes this is the same bug so this issue can stay closed  "";1;0;fix group hit counter when adding entries3537 by replacing the eventbus subscription by a javafx listener;"
"4415;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;searchable/filterable preferences;1019;;1019;searchable/filterable preferences;1019up so far i just created the textbox for searching and  a deprecation warningi added @paulkra as collaborator on my forklast step so far: i was asking myself how i can access the text of the different preferences-categories and i was wondering if i need a new interface (something like preftabcontents or preftabcontainer for it or extend existing prefstab interface-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);""first of all thanks for your contribtion! ðŸ‘ if you look at the code fo the old preferencesfilterdialog you see that the data comes from the `jabrefpreferencesfilter` class in orgjabrefpreferences if you have further questions you can also ask in out gitter chat  adjusted my comment || the easiest solution is probably to transverse the complete control node tree and take the text of all label controls || @wtfjoke  @paulkra  what is the current status here? the code looks already promising it would be really nice if you could finish this!  || @siedlerchr its still on my todo list havent found the time to investigate further and were stuck on how i display the filtered preferences i think @paulkra doesnt work on it he still didnt accept my invitation link to my forked repo || okay thanks for the udpate! take your time if you have any questions just ask here or in gitter and we try to help || maybe the jfxhighlighter from  works to highlight the matches  || @tobiasdiez thanks for the hint however i tested it locally but i didnt liked it that much (for example it did mark the buttons for importing/exporting/show/reset preferences also) if i dont find alternatives i think about using it anways || i tried the _jfoenix_ library but it didnt quite work as expected for eg labels remained highlighted even after changing the query text what i propose is to highlight the matched labels by styling their background with a different color we keep track of the highlighted labels and on every input change reset the highlighted labels and update it with new ones (this could be optimized)note: the entire label is highlighted not a part of it  || @captaindavinci sounds like a good plan the [javafx pseudo class]( seems to work nicely for this || thanks for sharing the article @tobiasdiez  i added the search highlight feature in the latest commithowever i have made use of `labeled` objects hash code when inserting into the `map` this would result in a list of all labels instead of grouping them by their text (could be replaced by a list instead)to avoid this another approach would be to map the texts to a set of labels as well but considering that the number of labels wont be too large i dont think there will be any significant gain in performance || the current approach looks good to me im however wondering why you have the map as the relation label (or text) -> tab for me the converse relation tab -> label feels more natural in the end it probably doesnt really mattersplease also use a `mutlimap<s t>` instead of `map<s set<t>>` || come to think of it the converse relation does seem more natural and has a simpler implementation ill make the required changes and push the codeedit: 1 i am thinking about how to perform better matching of labels for eg one of the tabs has a label named _""""sending of emails""""_ a query such as _""""sending emails""""_ would not match any labels but in practice i think it should one possible solution is to split the query string (delimited by space) and check if any token is present in the label name2 right now two filtering actions are performed by tabs and by labels i think both actions should be merged into one3 when no match is found the preference window shows contents of previous tab in this case i think the content of preference window should be replaced by the contents of the first tab which matches the query if none match then it should be blank || @captaindavinci is this ready for review or do you need to further work on it? (the first remark you had concerning """"sending emails"""" is a nice suggestion for further improvement but not necessary for merging i would say) || @tobiasdiez yes this is ready for review || thank you for the suggestions @tobiasdiez  and @siedlerchr! i have refactored the code for the most part to account for the changes and will push the code once i have implemented all changes screenshot showing the preferences window when searching:( || @captaindavinci  look at my patch: (import via git am < filepatch)i added the bidiretional binding and a listener in the handler this worked for me[0001-add-bidiretional-binding-to-searchpropertypatchtxt]( || @siedlerchr thank you for sharing the patch however this did not work for me the change listener for `searchtext` is never called i had a similar implementation except for not using `easybind` to register the callback the only way i could make this work was to add a listener to `searchbox` as well and refer to the `searchtext` property in that```searchboxtextproperty()addlistener((o p n) -> {    searchhandlersearchtextproperty()     // required so that changed are reflected})``` || hm this is odd it worked fine for me with this line:    ` searchhandlersearchtextproperty()bindbidirectional(searchboxtextproperty())`whenever i changed the text in the gui field eg key to asdfasd the view was updated and the new findings were highlighted maybe i understand you wrong but i think this is enough? under the hood the bidirectional is nothing else than a wrapper around the changelistener stuff  || also note that its necessary to have a reference to `searchtext` property accessed under the changelistener for `searchbox` could this be related to some sort of premature garbage collection?edit: for me changing the text in the gui field did not update the view or highlight the labels || bindings are created using weaklistener so they might get garbage collected but i still dont understand why it works for me with the patch i would propose you test again with my patch or at least commit the changes and let others test as well unfortunately i am the next days busy at work and probably cant help much || okay i have pushed changes in the mean time i will try testing it again ps: since the `preferencessearchhandler` does not use the `searchtext` property but only the query text can we instead bind the `searchbox` to the `filtertabs` ie not have to deal with binding the text property and string property? || thanks to both @wtfjoke and @captaindavinci for joining forces! || "";make show preferences window searchable;""it would be nice to have an incremental search field for searching through the prerferences in the """"show prefences"""" window"";refs #113 #268think we should really wait for the javafx port || its a nice idea however id rather have it in the preferences window itself than in the `show preferences` view like in intelij or eclipse to find configuration options easier without knowing in which subsection to look forid close this issue though for know as this should be done when refstructuring the preferences tab #382 || is this still up for grabs? i would give it a try never contributed to your project though if i cant make it ill write here again i would try it to design like @stefan-kolb mentioned || yes this is still open it would be really nice to have it integrated in the preferences window as a tab and to have it searchable || good opportunity to learn and apply javafx we welcome your contribution!happy #hacktoberfest!manuel <notifications@githubcom> schrieb am mi 17 okt 2018 10 > is this still up for grabs? i would give it a try> never contributed to your project though if i cant make it ill write> here again>> â€”> you are receiving this because you modified the open/close state> reply to this email directly view it on github> < or mute> the thread> < > || you might have a look at how the search is implemented in   || hi we are two students looking for open source project to participate in and found this issue through the awesome beginners listis this issue still open? can we start working on it? or is @wtfjoke still working on this? || @paulkra i started working on it since i am limited on time i am still in the beginning but still want to do it hope you guys dont mind :) || could you three join forces? this task is not that small and it would be apity if work was stopped in the half if @paulkra would start working andcreating a wip pull request @wtfjoke could step in? or you could have async call? ðŸ˜‡manuel <notifications@githubcom> schrieb am fr 26 okt 2018 15 > @paulkra < i started working on it since i am> limited on time i am still in the beginning but still want to do it hope> you guys dont mind :)>> â€”> you are receiving this because you modified the open/close state> reply to this email directly view it on github> < or mute> the thread> < > || i dont mind doing this together im up for a chat/call with @paulkra and your friend || i would like to work on implementing this unless its still being worked on by someone? || there is a pr from someone who started working on itbut not finishedmaybe you can ask the authors or reuse some commitsthere is also another issue from me which is about the window showing allpreferences and searching in therethat would be awesome if you could implement ityash kothari <notifications@githubcom> schrieb am fr 8 mÃ¤rz 2019 20 > i would like to work on implementing this unless its still being worked> on by someone?>> â€”> you are receiving this because you modified the open/close state> reply to this email directly view it on github> < or mute> the thread> < > || i didnt forget about the issue/pr (see  but still havent found time to progress   @captaindavinci you can continue on my branch i invited you to my repo i did some  basics and the remaining part is about marking the found entries || how is this related now to  || the show all preferences window (the table view) is now searchable  the preferences window itself not yet  || thanks to @wtfjoke and @captaindavinci this is now implemented in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || i took the latest master (jabref-50-dev--snapshot--2019-03-28--master--a73167933jar) and search looks fine for mei have however one note: if i search a term which is not in the currently selected settings view (eg i have opened advanced view and search for something which is in general view) then the view doesnt switch i think in terms of user experience it would be great to switch to any (or the first) view which contains the term if there any hitsnot sure if should create a separate issue for that || @wtfjoke yes please open a new issue for it its a useful suggestion || i have implemented the changes suggested by @wtfjoke  is it okay if i push the changes on the same branch where the search was implemented? || nice :) probably you should create a separate branch from the latest master (since the search branch got already merged) || there is also an issue of buttons not being highlighted also under _external programs_ tab the buttons _settings for *_  are inside a grid pane and arent considered when searching ||;1;0;added change listener on searchbox and removed search text property;"
4419;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;update readme.md;remove obsolete integration test description. add a note on travis;;0;update readmemd;remove obsolete integration test description add a note on travis        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;;;;1;1;merge branch master into siedlerchr-patch-1;
